ZMID,DEH,ZMMC,DW,基价,RGF,CLF,JXF,QTF
7352,6-73,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)600,10m,439.41,206.88,46.41,186.12,0
7353,6-74,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)700,10m,520.11,242.78,63.82,213.51,0
7354,6-75,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)800,10m,601.58,277.87,80.75,242.96,0
7355,6-76,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)900,10m,670.26,311.33,90.4,268.53,0
7356,6-77,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)1000,10m,803.68,348.43,110.37,344.88,0
7357,6-78,低压管道 碳钢板卷管(电弧焊)公称亘径(mm以内)1200,10m,1090.97,472.08,174.4,444.49,0
7358,6-79,低压管道 碳钢板卷管(电弧焊)公称亘径(mm以内)1400,10m,1337.11,575.71,242.36,519.04,0
7359,6-80,低压管道 碳钢板卷管(电弧焊)公称亘径(mm以内)1600,10m,1525.89,615.26,278.47,632.16,0
7360,6-81,低压管道 碳钢板卷管(电弧焊)公称亘径(mm以内)1800,10m,1834.77,723.79,318.27,792.71,0
7361,6-82,低压管道 碳钢板卷管(电弧焊)公称亘径(mm以内)2000,10m,2360.82,933.5,459.35,967.97,0
7362,6-83,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)2200,10m,2684.8,1073.47,504.28,1107.05,0
7363,6-84,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)2400,10m,2983.88,1213.01,549.61,1221.26,0
7364,6-85,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)2600,10m,3573.05,1444.32,704.08,1424.65,0
7365,6-86,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)2800,10m,3999.45,1638.14,755.92,1605.39,0
7366,6-87,低压管道 碳钢板卷管(电弧焊)公称直径(mm以内)3000,10m,4357.68,1820.11,809.91,1727.66,0
7367,6-88,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)600,10m,384.32,181.97,52.53,149.82,0
7368,6-89,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)700,10m,441.15,212.16,59.57,169.42,0
7369,6-90,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)800,10m,514.87,244.42,77.46,192.99,0
7370,6-91,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)900,10m,573.21,274.18,86.7,212.33,0
7371,6-92,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)1000,10m,682.5,304.8,96.03,281.67,0
7372,6-93,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)1200,10m,900.07,403.54,151.84,344.69,0
7373,6-94,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)1400,10m,1118.01,499.82,212.38,405.81,0
7374,6-95,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)1600,10m,1344.33,596.93,244.25,503.15,0
7375,6-96,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)1800,10m,1628.11,706.66,273.86,647.59,0
7376,6-97,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)2000,10m,2048.06,892.7,402.41,752.95,0
7377,6-98,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)2200,10m,2346.12,1033.87,441.66,870.59,0
7378,6-99,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)2400,10m,2619.53,1174.66,481.32,963.55,0
7379,6-100,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)2600,10m,3072.47,1382.74,588.74,1100.99,0
7380,6-101,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)2800,10m,3468.77,1581.02,631.72,1256.03,0
7381,6-102,低压管道 碳钢板卷管(埋弧自动焊)公称直径(mm以内)3000,10m,3796.18,1765.82,676.86,1353.5,0
7382,6-103,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)32,10m,258.42,175.87,17.29,65.26,0
7383,6-104,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)40,10m,288.28,193.39,20.55,74.34,0
7384,6-105,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)50,10m,335.25,216.67,26.12,92.46,0
7385,6-106,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)65,10m,375.84,228.1,48.48,99.26,0
7386,6-107,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)80,10m,430.75,257.47,57.42,115.86,0
7387,6-108,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)100,10m,544.92,304.8,82.66,157.46,0
7388,6-109,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)125,10m,630.1,318.24,94.31,217.55,0
7389,6-110,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)150,10m,888.65,447.6,141.13,299.92,0
7390,6-111,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)200,10m,1337.14,637.3,220.98,478.86,0
7391,6-112,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)250,10m,1781.03,792.77,367.1,621.16,0
7392,6-113,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)300,10m,1991.18,927.79,405.87,657.52,0
7393,6-114,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)350,10m,2165.5,977.57,479.79,708.14,0
7394,6-115,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)400,10m,2433.74,1093.87,542.37,797.5,0
7395,6-116,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)450,10m,2720.46,1195.06,610.8,914.6,0
7396,6-117,低压管道 衬里钢管预制安装(电弧焊)公称直径(mm以内)500,10m,3178.24,1371.7,807.31,999.23,0
7397,6-118,低压管道 不锈钢管(电弧焊)公称直径(mm以内)15,10m,25.46,23.33,0.87,1.26,0
7398,6-119,低压管道 不锈钢管(电弧焊)公称直径(mm以内)20,10m,28.57,25.92,1.13,1.52,0
7399,6-120,低压管道 不锈钢管(电弧焊)公称直径(mm以内)25,10m,32.95,29.38,1.65,1.92,0
7400,6-121,低压管道 不锈钢管(电弧焊)公称直径(mm以内)32,10m,37.16,32.83,2.03,2.3,0
7401,6-122,低压管道 不锈钢管(电弧焊)公称直径(mm以内)40,10m,48.76,41.47,3.02,4.27,0
7402,6-123,低压管道 不锈钢管(电弧焊)公称直径(mm以内)50,10m,56.54,47.95,3.59,5.0,0
7403,6-124,低压管道 不锈钢管(电弧焊)公称直径(mm以内)65,10m,71.81,59.18,5.62,7.01,0
7404,6-125,低压管道 不锈钢管(电弧焊)公称直径(mm以内)80,10m,90.27,62.45,6.59,21.23,0
7405,6-126,低压管道 不锈钢管(电弧焊)公称直径(mm以内)100,10m,115.82,75.5,11.2,29.12,0
7406,6-127,低压管道 不锈钢管(电弧焊)公称直径(mm以内)125,10m,175.15,78.77,12.87,83.51,0
7407,6-128,低压管道 不锈钢管(电弧焊)公称直径(mm以内)150,10m,207.92,91.39,22.49,94.04,0
7408,6-129,低压管道 不锈钢管(电弧焊)公称直径(mm以内)200,10m,289.3,131.81,31.13,126.36,0
7409,6-130,低压管道 不锈钢管(电弧焊)公称直径(mm以内)250,10m,402.65,160.37,63.83,178.45,0
7410,6-131,低压管道 不锈钢管(电弧焊)公称直径(mm以内)300,10m,482.21,187.68,90.77,203.76,0
7411,6-132,低压管道 不锈钢管(电弧焊)公称直径(mm以内)350,10m,550.24,212.98,105.47,231.79,0
7412,6-133,低压管道 不锈钢管(电弧焊)公称直径(mm以内)400,10m,615.97,237.46,119.3,259.21,0
7413,6-134,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)15,10m,26.91,23.33,0.95,2.63,0
7414,6-135,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)20,10m,30.54,25.92,1.39,3.23,0
7415,6-136,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)25,10m,35.45,29.81,1.79,3.85,0
7416,6-137,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)32,10m,40.56,33.7,2.26,4.6,0
7417,6-138,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)40,10m,51.22,39.74,3.27,8.21,0
7418,6-139,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)50,10m,59.4,46.22,3.9,9.28,0
7419,6-140,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)65,10m,75.53,56.74,6.03,12.76,0
7420,6-141,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)80,10m,81.73,60.38,7.25,14.1,0
7421,6-142,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)100,10m,106.1,73.06,12.39,20.65,0
7422,6-143,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)125,10m,163.02,75.5,14.37,73.15,0
7423,6-144,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)150,10m,197.15,88.94,23.42,84.79,0
7424,6-145,低压管道 不锈钢管(氩弧焊)公称直径(mm以内)200,10m,274.07,126.91,36.4,110.76,0
7425,6-146,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)50,10m,59.36,42.86,5.65,10.85,0
7426,6-147,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)65,10m,77.25,55.49,7.31,14.45,0
7427,6-148,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)80,10m,83.94,59.18,8.74,16.02,0
7428,6-149,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)100,10m,103.35,70.61,11.54,21.2,0
7429,6-150,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)125,10m,167.1,79.97,13.4,73.73,0
7430,6-151,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)150,10m,192.18,86.11,21.55,84.52,0
7431,6-152,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)200,10m,269.26,124.03,33.38,111.85,0
7432,6-153,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)250,10m,371.95,148.51,65.94,157.5,0
7433,6-154,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)300,10m,443.15,172.61,93.24,177.3,0
7434,6-155,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)350,10m,503.15,195.02,109.57,198.56,0
7435,6-156,低压管道 不锈钢管(氩电联焊)公称直径(mm以内)400,10m,562.76,217.06,125.18,220.52,0
7436,6-157,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)200,10m,255.36,110.98,23.71,120.67,0
7437,6-158,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)250,10m,301.03,130.56,29.61,140.86,0
7438,6-159,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)300,10m,348.76,154.22,35.26,159.28,0
7439,6-160,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)350,10m,398.81,177.5,40.94,180.37,0
7440,6-161,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)400,10m,449.32,203.62,46.26,199.44,0
7441,6-162,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)450,10m,553.98,240.34,80.93,232.71,0
7442,6-163,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)500,10m,622.42,272.16,89.6,260.66,0
7443,6-164,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)600,10m,877.07,350.88,188.5,337.69,0
7444,6-165,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)700,10m,1009.01,403.54,215.72,389.75,0
7445,6-166,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)800,10m,1264.34,468.0,343.8,452.54,0
7446,6-167,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)900,10m,1428.7,531.65,386.11,510.94,0
7447,6-168,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)1000,10m,1632.87,601.01,428.45,603.41,0
7448,6-169,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)1200,10m,1977.44,744.19,513.1,720.15,0
7449,6-170,低压管道 不锈钢板卷管(电弧焊)公称直径(mm以内)1400,10m,2520.35,895.15,747.35,877.85,0
7450,6-171,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)200,10m,264.43,104.88,28.89,130.66,0
7451,6-172,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)250,10m,313.07,123.65,36.13,153.29,0
7452,6-173,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)300,10m,363.56,146.06,43.13,174.37,0
7453,6-174,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)350,10m,416.16,168.1,50.1,197.96,0
7454,6-175,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)400,10m,468.56,192.58,56.61,219.37,0
7455,6-176,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)450,10m,578.35,228.91,91.33,258.11,0
7456,6-177,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)500,10m,650.96,259.49,101.1,290.37,0
7457,6-178,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)600,10m,810.94,306.82,156.33,347.79,0
7458,6-179,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)700,10m,933.2,352.94,178.78,401.48,0
7459,6-180,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)800,10m,1196.94,419.04,298.73,479.17,0
7460,6-181,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)900,10m,1352.59,476.54,335.28,540.77,0
7461,6-182,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)1000,10m,1546.48,538.18,371.88,636.42,0
7462,6-183,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)1200,10m,1873.34,667.49,445.12,760.73,0
7463,6-184,低压管道 不锈钢板卷管(氩电联焊)公称直径(mm以内)1400,10m,2439.69,813.55,686.33,939.81,0
7464,6-185,低压管道 合金钢管(电弧焊)公称直径(mm以内)15,10m,32.14,23.76,0.4,7.98,0
7465,6-186,低压管道 合金钢管(电弧焊)公称直径(mm以内)20,10m,35.67,26.78,0.5,8.39,0
7466,6-187,低压管道 合金钢管(电弧焊)公称直径(mm以内)25,10m,44.12,31.54,0.76,11.82,0
7467,6-188,低压管道 合金钢管(电弧焊)公称直径(mm以内)32,10m,48.0,34.56,0.95,12.49,0
7468,6-189,低压管道 合金钢管(电弧焊)公称直径(mm以内)40,10m,51.74,37.58,1.07,13.09,0
7469,6-190,低压管道 合金钢管(电弧焊)公称直径(mm以内)50,10m,59.39,43.63,1.48,14.28,0
7470,6-191,低压管道 合金钢管(电弧焊)公称直径(mm以内)65,10m,75.02,53.86,2.54,18.62,0
7471,6-192,低压管道 合金钢管(电弧焊)公称直径(mm以内)80,10m,80.78,57.5,3.0,20.28,0
7472,6-193,低压管道 合金钢管(电弧焊)公称直径(mm以内)100,10m,101.41,68.11,5.46,27.84,0
7473,6-194,低压管道 合金钢管(电弧焊)公称直径(mm以内)125,10m,153.92,70.56,6.06,77.3,0
7474,6-195,低压管道 合金钢管(电弧焊)公称直径(mm以内)150,10m,169.05,78.72,7.89,82.44,0
7475,6-196,低压管道 合金钢管(电弧焊)公称直径(mm以内)200,10m,230.66,111.36,13.34,105.96,0
7476,6-197,低压管道 合金钢管(电弧焊)公称直径(mm以内)250,10m,306.12,135.02,25.63,145.47,0
7477,6-198,低压管道 合金钢管(电弧焊)公称直径(mm以内)300,10m,329.13,146.88,31.05,151.2,0
7478,6-199,低压管道 合金钢管(电弧焊)公称直径(mm以内)350,10m,369.48,161.95,36.48,171.05,0
7479,6-200,低压管道 合金钢管(电弧焊)公称直径(mm以内)400,10m,423.49,193.78,41.26,188.45,0
7480,6-201,低压管道 合金钢管(电弧焊)公称直径(mm以内)450,10m,488.92,212.98,60.35,215.59,0
7481,6-202,低压管道 合金钢管(电弧焊)公称直径(mm以内)500,10m,554.11,261.5,66.69,225.92,0
7482,6-203,低压管道 合金钢管(氩弧焊)公称直径(mm以内)15,10m,31.7,22.9,0.72,8.08,0
7483,6-204,低压管道 合金钢管(氩弧焊)公称直径(mm以内)20,10m,34.92,25.49,0.9,8.53,0
7484,6-205,低压管道 合金钢管(氩弧焊)公称直径(mm以内)25,10m,43.11,29.81,1.41,11.89,0
7485,6-206,低压管道 合金钢管(氩弧焊)公称直径(mm以内)32,10m,47.11,32.83,1.75,12.53,0
7486,6-207,低压管道 合金钢管(氩弧焊)公称直径(mm以内)40,10m,51.03,35.86,1.99,13.18,0
7487,6-208,低压管道 合金钢管(氩弧焊)公称直径(mm以内)50,10m,58.46,41.47,2.75,14.24,0
7488,6-209,低压管道 合金钢管(氩弧焊)公称直径(mm以内)65,10m,74.49,51.02,4.83,18.64,0
7489,6-210,低压管道 合金钢管(氩弧焊)公称直径(mm以内)80,10m,80.54,54.67,5.68,20.19,0
7490,6-211,低压管道 合金钢管(氩弧焊)公称直径(mm以内)100,10m,105.48,67.73,9.57,28.18,0
7491,6-212,低压管道 合金钢管(氩弧焊)公称直径(mm以内)125,10m,159.71,70.61,11.38,77.72,0
7492,6-213,低压管道 合金钢管(氩弧焊)公称直径(mm以内)150,10m,175.06,75.07,15.47,84.52,0
7493,6-214,低压管道 合金钢管(氩电联焊)公称直径(mm以内)50,10m,62.28,43.68,2.63,15.97,0
7494,6-215,低压管道 合金钢管(氩电联焊)公称直径(mm以内)65,10m,78.16,55.49,3.38,19.29,0
7495,6-216,低压管道 合金钢管(氩电联焊)公称直径(mm以内)80,10m,84.72,59.57,4.0,21.15,0
7496,6-217,低压管道 合金钢管(氩电联焊)公称直径(mm以内)100,10m,109.67,72.62,6.88,30.17,0
7497,6-218,低压管道 合金钢管(氩电联焊)公称直径(mm以内)125,10m,166.41,78.77,8.19,79.45,0
7498,6-219,低压管道 合金钢管(氩电联焊)公称直径(mm以内)150,10m,178.21,82.42,9.92,85.87,0
7499,6-220,低压管道 合金钢管(氩电联焊)公称直径(mm以内)200,10m,245.13,117.5,16.04,111.59,0
7500,6-221,低压管道 合金钢管(氩电联焊)公称直径(mm以内)250,10m,310.17,143.62,20.89,145.66,0
7501,6-222,低压管道 合金钢管(氩电联焊)公称直径(mm以内)300,10m,327.07,148.51,26.17,152.39,0
7502,6-223,低压管道 合金钢管(氩电联焊)公称直径(mm以内)350,10m,392.34,172.18,39.18,180.98,0
7503,6-224,低压管道 合金钢管(氩电联焊)公称直径(mm以内)400,10m,449.84,205.63,44.36,199.85,0
7504,6-225,低压管道 合金钢管(氩电联焊)公称直径(mm以内)450,10m,519.18,226.85,63.19,229.14,0
7505,6-226,低压管道 合金钢管(氩电联焊)公称直径(mm以内)500,10m,588.79,277.87,69.87,241.05,0
7506,6-227,低压管道 铝管(氩弧焊)管外径(mm以内)18,10m,16.31,15.12,0.28,0.91,0
7507,6-228,低压管道 铝管(氩弧焊)管外径(mm以内)25,10m,18.19,16.85,0.35,0.99,0
7508,6-229,低压管道 铝管(氩弧焊)管外径(mm以内)30,10m,20.25,18.58,0.46,1.21,0
7509,6-230,低压管道 铝管(氩弧焊)管外径(mm以内)40,10m,24.69,22.03,0.88,1.78,0
7510,6-231,低压管道 铝管(氩弧焊)管外径(mm以内)50,10m,27.79,24.62,1.11,2.06,0
7511,6-232,低压管道 铝管(氩弧焊)管外径(mm以内)60,10m,34.53,30.24,1.78,2.51,0
7512,6-233,低压管道 铝管(氩弧焊)管外径(ram以内)70,10m,38.59,33.7,2.11,2.78,0
7513,6-234,低压管道 铝管(氩弧焊)管外径(ram以内)80,10m,81.24,47.95,3.66,29.63,0
7514,6-235,低压管道 铝管(氩弧焊)管外径(ram以内)100,10m,96.07,55.1,4.1,36.87,0
7515,6-236,低压管道 铝管(氩弧焊)管外径(ram以内)125,10m,119.34,68.16,5.15,46.03,0
7516,6-237,低压管道 铝管(氩弧焊)管外径(ram以内)150,10m,178.46,75.89,8.64,93.93,0
7517,6-238,低压管道 铝管(氩弧焊)管外径(ram以内)180,10m,217.94,100.37,10.24,107.33,0
7518,6-239,低压管道 铝管(氩弧焊)管外径(mm以内)200,10m,242.25,113.42,12.76,116.07,0
7519,6-240,低压管道 铝管(氩弧焊)管外径(mm以内)250,10m,292.66,128.11,21.24,143.31,0
7520,6-241,低压管道 铝管(氩弧焊)管外径(mm以内)300,10m,347.05,148.51,29.81,168.73,0
7521,6-242,低压管道 铝管(氩弧焊)管外径(mm以内)350,10m,460.01,194.21,54.93,210.87,0
7522,6-243,低压管道 铝管(氩弧焊)管外径(mm以内)410,10m,584.57,233.81,86.22,264.54,0
7523,6-244,低压管道 铝板卷管(氩弧焊)管外径(mm以内)159,10m,201.15,96.29,8.72,96.14,0
7524,6-245,低压管道 铝板卷管(氩弧焊)管外径(mm以内)219,10m,246.02,112.61,12.06,121.35,0
7525,6-246,低压管道 铝板卷管(氩弧焊)管外径(mm以内)273,10m,280.6,118.75,15.04,146.81,0
7526,6-247,低压管道 铝板卷管(氩弧焊)管外径(mm以内)325,10m,330.89,141.98,18.03,170.88,0
7527,6-248,低压管道 铝板卷管(氩弧焊)管外径(mm以内)377,10m,395.8,170.54,26.37,198.89,0
7528,6-249,低压管道 铝板卷管(氩弧焊)管外径(mm以内)426,10m,447.26,194.21,29.79,223.26,0
7529,6-250,低压管道 铝板卷管(氩弧焊)管外径(mm以内)478,10m,508.42,226.46,33.45,248.51,0
7530,6-251,低压管道 铝板卷管(氩弧焊)管外径(mm以内)529,10m,605.67,268.08,48.98,288.61,0
7531,6-252,低压管道 铝板卷管(氩弧焊)管外径(mm以内)630,10m,712.17,317.86,57.58,336.73,0
7532,6-253,低压管道 铝板卷管(氩弧焊)管外径(mm以内)720,10m,864.04,375.79,66.82,421.43,0
7533,6-254,低压管道 铝板卷管(氩弧焊)管外径(mm以内)820,10m,1052.33,457.39,96.95,497.99,0
7534,6-255,低压管道 铝板卷管(氩弧焊)管外径(mm以内)920,10m,1203.56,539.81,108.84,554.91,0
7535,6-256,低压管道 铝板卷管(氩弧焊)管外径(mm以内)1020,10m,1387.08,628.32,121.21,637.55,0
7536,6-257,低压管道 铜管(氧乙炔焊)管外径(mm以内)20,10m,24.35,22.9,1.4,0.05,0
7537,6-258,低压管道 铜管(氧乙炔焊)管外径(mm以内)30,10m,32.92,30.67,2.15,0.1,0
7538,6-259,低压管道 铜管(氧乙炔焊)管外径(mm以内)40,10m,40.34,37.15,3.04,0.15,0
7539,6-260,低压管道 铜管(氧乙炔焊)管外径(mm以内)50,10m,50.56,46.66,3.7,0.2,0
7540,6-261,低压管道 铜管(氧乙炔焊)管外径(mm以内)65,10m,61.05,53.57,7.23,0.25,0
7541,6-262,低压管道 铜管(氧乙炔焊)管外径(mm以内)75,10m,66.62,57.46,8.86,0.3,0
7542,6-263,低压管道 铜管(氧乙炔焊)管外径(mm以内)85,10m,71.46,57.12,10.83,3.51,0
7543,6-264,低压管道 铜管(氧乙炔焊)管外径(mm以内)100,10m,114.88,63.65,15.67,35.56,0
7544,6-265,低压管道 铜管(氧乙炔焊)管外径(mm以内)120,10m,174.49,65.28,18.82,90.39,0
7545,6-266,低压管道 铜管(氧乙炔焊)管外径(mm以内)150,10m,199.95,75.5,23.54,100.91,0
7546,6-267,低压管道 铜管(氧乙炔焊)管外径(mm以内)185,10m,251.17,95.47,29.08,126.62,0
7547,6-268,低压管道 铜管(氧乙炔焊)管外径(mm以内)200,10m,268.17,104.06,31.38,132.73,0
7548,6-269,低压管道 铜管(氧乙炔焊)管外径(mm以内)250,10m,337.6,124.46,39.38,173.76,0
7549,6-270,低压管道 铜管(氧乙炔焊)管外径(mm以内)300,10m,390.54,147.7,47.21,195.63,0
7550,6-271,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)155,10m,206.24,82.03,22.36,101.85,0
7551,6-272,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)205,10m,270.06,108.96,29.58,131.52,0
7552,6-273,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)255,10m,355.63,135.07,44.44,176.12,0
7553,6-274,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)305,10m,407.28,158.74,53.2,195.34,0
7554,6-275,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)355,10m,502.81,204.0,70.28,228.53,0
7555,6-276,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)405,10m,574.96,239.09,80.17,255.7,0
7556,6-277,低压管道 铜板卷管(氧乙炔焊)管外径(mm以内)505,10m,701.96,297.46,100.13,304.37,0
7557,6-278,低压管道 塑料管(热风焊)管外径(mm以内)20,10m,24.1,20.74,0.16,3.2,0
7558,6-279,低压管道 塑料管(热风焊)管外径(mm以内)25,10m,26.22,22.03,0.21,3.98,0
7559,6-280,低压管道 塑料管(热风焊)管外径(mm以内)32,10m,29.45,24.19,0.27,4.99,0
7560,6-281,低压管道 塑料管(热风焊)管外径(mm以内)40,10m,35.33,28.08,0.38,6.87,0
7561,6-282,低压管道 塑料管(热风焊)管外径(mm以内)50,10m,45.21,36.72,0.53,7.96,0
7562,6-283,低压管道 塑料管(热风焊)管外径(mm以内)75,10m,62.92,49.68,0.97,12.27,0
7563,6-284,低压管道 塑料管(热风焊)管外径(mm以内)90,10m,73.75,56.59,1.31,15.85,0
7564,6-285,低压管道 塑料管(热风焊)管外径(mm以内)110,10m,93.21,70.42,2.25,20.54,0
7565,6-286,低压管道 塑料管(热风焊)管外径(mm以内)125,10m,102.37,78.62,2.36,21.39,0
7566,6-287,低压管道 塑料管(热风焊)管外径(mm以内)150,10m,134.34,98.06,4.75,31.53,0
7567,6-288,低压管道 塑料管(热风焊)管外径(mm以内)180,10m,147.75,109.3,5.04,33.41,0
7568,6-289,低压管道 塑料管(热风焊)管外径(mm以内)200,10m,174.74,121.82,7.56,45.36,0
7569,6-290,低压管道 塑料管(热风焊)管外径(mm以内)250,10m,295.63,177.98,15.34,102.31,0
7570,6-291,低压管道 塑料管(承插粘接)管外径(mm以内)20,10m,16.54,16.42,0.12,0.0,0
7571,6-292,低压管道 塑料管(承插粘接)管外径(mm以内)25,10m,17.43,17.28,0.15,0.0,0
7572,6-293,低压管道 塑料管(承插粘接)管外径(mm以内)32,10m,18.79,18.58,0.21,0.0,0
7573,6-294,低压管道 塑料管(承插粘接)管外径(mm以内)40,10m,20.98,20.74,0.24,0.0,0
7574,6-295,低压管道 塑料管(承插粘接)管外径(mm以内)50,10m,25.79,25.49,0.3,0.0,0
7575,6-296,低压管道 塑料管(承插粘接)管外径(mm以内)75,10m,34.63,34.13,0.48,0.02,0
7576,6-297,低压管道 塑料管(承插粘接)管外径(mm以内)90,10m,37.32,36.72,0.58,0.02,0
7577,6-298,低压管道 塑料管(承插粘接)管外径(mm以内)110,10m,45.92,44.93,0.97,0.02,0
7578,6-299,低压管道 塑料管(承插粘接)管外径(mm以内)125,10m,52.52,51.41,1.09,0.02,0
7579,6-300,低压管道 塑料管(承插粘接)管外径(mm以内)150,10m,62.23,60.91,1.3,0.02,0
7580,6-301,低压管道 塑料管(承插粘接)管外径(mm以内)180,10m,68.56,66.96,1.58,0.02,0
7581,6-302,低压管道 塑料管(承插粘接)管外径(mm以内)200,10m,72.62,70.85,1.73,0.04,0
7582,6-303,低压管道 塑料管(承插粘接)管外径(mm以内)250,10m,83.0,80.78,2.18,0.04,0
7583,6-304,低压管道 塑料管(胶圈接口)管外径(mm以内)90,10m,29.37,28.27,1.05,0.05,0
7584,6-305,低压管道 塑料管(胶圈接口)管外径(mm以内)110,10m,31.85,30.67,1.13,0.05,0
7585,6-306,低压管道 塑料管(胶圈接口)管外径(mm以内)125,10m,33.63,32.4,1.18,0.05,0
7586,6-307,低压管道 塑料管(胶圈接口)管外径(mm以内)160,10m,42.1,40.61,1.42,0.07,0
7587,6-308,低压管道 塑料管(胶圈接口)管外径(mm以内)200,10m,50.69,49.06,1.56,0.07,0
7588,6-309,低压管道 塑料管(胶圈接口)管外径(mm以内)250,10m,66.45,64.32,2.04,0.09,0
